,Company,TypeName,CPU_Frequency (GHz),RAM (GB),GPU_Company,Weight (kg),Price (Euro),Touchscreen,Ips,ppi,CPU,CPU_Tier,HDD,SSD,GPU_Tier,OS
0,Apple,Ultrabook,2.3,8,Intel,1.37,1339.69,0,1,226.98300468106115,Core i5,3,0,128,2,Mac
1,Apple,Ultrabook,1.8,8,Intel,1.34,898.94,0,0,127.67794013309688,Core i5,3,0,0,2,Mac
2,HP,Notebook,2.5,8,Intel,1.86,575.0,0,0,141.21199808219862,Core i5,3,0,256,2,Other
3,Apple,Ultrabook,2.7,16,AMD,1.83,2537.45,0,1,220.53462386625827,Core i7,4,0,512,2,Mac
4,Apple,Ultrabook,3.1,8,Intel,1.37,1803.6,0,1,226.98300468106115,Core i5,3,0,256,2,Mac
5,Acer,Notebook,3.0,4,AMD,2.1,400.0,0,0,100.45466986113651,A9-Series,1,500,0,2,Windows
6,Apple,Ultrabook,2.2,16,Intel,2.04,2139.97,0,1,220.53462386625827,Core i7,4,0,0,2,Mac
7,Apple,Ultrabook,1.8,8,Intel,1.34,1158.7,0,0,127.67794013309688,Core i5,3,0,0,2,Mac
8,Asus,Ultrabook,1.8,16,Nvidia,1.3,1495.0,0,0,157.3505121487356,Core i7,4,0,512,2,Windows
9,Acer,Ultrabook,1.6,8,Intel,1.6,770.0,0,1,157.3505121487356,Core i5,3,0,256,2,Windows
10,HP,Notebook,2.5,4,Intel,1.86,393.9,0,0,100.45466986113651,Core i5,3,500,0,2,Other
11,HP,Notebook,2.0,4,Intel,1.86,344.99,0,0,141.21199808219862,Core i3,2,500,0,2,Other
12,Apple,Ultrabook,2.8,16,AMD,1.83,2439.97,0,1,220.53462386625827,Core i7,4,0,256,2,Mac
13,Dell,Notebook,2.0,4,AMD,2.2,498.9,0,0,141.21199808219862,Core i3,2,0,256,2,Windows
14,Apple,Ultrabook,1.2,8,Intel,0.92,1262.4,0,1,226.41554716935852,Core M,2,0,256,2,Mac
15,Apple,Ultrabook,2.3,8,Intel,1.37,1518.55,0,1,226.98300468106115,Core i5,3,0,256,2,Mac
16,Dell,Notebook,2.7,8,AMD,2.2,745.0,0,0,141.21199808219862,Core i7,4,0,256,2,Windows
17,Apple,Ultrabook,2.9,16,AMD,1.83,2858.0,0,1,220.53462386625827,Core i7,4,0,512,2,Mac
18,Lenovo,Notebook,2.4,8,Nvidia,2.2,499.0,0,0,141.21199808219862,Core i3,2,1000,0,2,Other
19,Dell,Ultrabook,1.6,8,Intel,1.22,979.0,1,1,165.6321180513006,Core i5,3,0,128,2,Windows
20,Asus,Netbook,1.44,2,Intel,0.98,191.9,0,0,135.0942111925629,Atom,1,0,0,2,Windows
21,Lenovo,Gaming,2.5,8,Nvidia,2.5,999.0,0,1,141.21199808219862,Core i5,3,1000,128,3,Windows
22,HP,Notebook,1.5,4,AMD,1.86,258.0,0,0,100.45466986113651,E-Series,1,500,0,2,Other
23,Dell,2 in 1 Convertible,1.6,8,Intel,1.62,819.0,1,0,165.6321180513006,Core i5,3,0,256,2,Windows
24,HP,Ultrabook,1.8,8,Intel,1.91,659.0,0,0,141.21199808219862,Core i7,4,0,256,2,Windows
25,Dell,Notebook,2.0,4,Intel,2.3,418.64,0,0,100.45466986113651,Core i3,2,1000,0,2,Windows
26,Apple,Ultrabook,1.6,8,Intel,1.35,1099.0,0,0,127.67794013309688,Core i5,3,0,0,2,Mac
27,Dell,Notebook,1.6,8,AMD,2.2,800.0,0,0,141.21199808219862,Core i5,3,0,256,2,Windows
28,Dell,Ultrabook,1.9,8,Intel,1.88,1298.0,0,0,141.21199808219862,Core i7,4,0,512,2,Windows
29,HP,Notebook,1.6,8,Nvidia,2.5,896.0,0,0,127.33567457123111,Core i5,3,1000,0,2,Windows
30,Chuwi,Notebook,1.44,4,Intel,1.89,244.99,0,0,141.21199808219862,Atom,1,0,0,2,Windows
31,Asus,Notebook,1.5,2,AMD,1.65,199.0,0,0,111.93520355955211,E-Series,1,0,0,2,Windows
32,HP,Notebook,2.5,4,AMD,2.71,439.0,0,0,127.33567457123111,A6-Series,1,500,0,2,Windows
33,Dell,Ultrabook,1.8,16,Intel,1.2,1869.0,1,0,276.053530085501,Core i7,4,0,512,2,Windows
34,Apple,Ultrabook,1.6,8,Intel,1.35,998.0,0,0,127.67794013309688,Core i5,3,0,0,2,Mac
35,Lenovo,Notebook,1.1,4,Intel,1.44,249.0,0,0,111.93520355955211,Celeron,1,0,0,2,Windows
36,Acer,Notebook,2.7,4,Intel,2.1,367.0,0,0,100.45466986113651,Core i3,2,1000,0,2,Other
37,Dell,Notebook,1.6,8,AMD,2.8,979.0,0,1,127.33567457123111,Core i5,3,1000,128,2,Windows
38,HP,Notebook,2.5,4,Intel,1.86,488.69,0,0,100.45466986113651,Core i5,3,1000,0,2,Windows
39,HP,Notebook,1.6,8,Nvidia,2.1,879.0,0,0,141.21199808219862,Core i5,3,0,256,2,Windows
40,Asus,Notebook,2.0,4,Intel,2.0,389.0,0,0,141.21199808219862,Core i3,2,1000,0,2,Other
41,Dell,Gaming,2.8,16,Nvidia,2.65,1499.0,0,1,141.21199808219862,Core i7,4,1000,256,4,Windows
42,Asus,Notebook,2.5,8,Nvidia,2.3,522.99,0,0,100.45466986113651,Core i5,3,1000,0,2,Other
43,Acer,Notebook,1.6,4,Intel,2.2,682.0,0,1,141.21199808219862,Core i5,3,0,256,2,Windows
44,Dell,2 in 1 Convertible,1.6,12,Nvidia,2.77,999.0,1,0,127.33567457123111,Core i5,3,1000,0,2,Windows
45,Apple,Ultrabook,2.0,8,Intel,1.37,1419.0,0,1,226.98300468106115,Core i5,3,0,256,2,Mac
46,Lenovo,Notebook,2.0,4,Intel,2.2,369.0,0,0,100.45466986113651,Core i3,2,0,128,2,Other
47,Asus,Gaming,3.0,8,AMD,3.2,1299.0,0,0,127.33567457123111,Ryzen,2,1000,256,2,Windows
48,Dell,Notebook,2.5,4,AMD,2.3,639.0,0,0,141.21199808219862,Core i5,3,0,256,2,Windows
49,Asus,Notebook,1.1,4,Nvidia,2.8,466.0,0,0,90.58340172449303,Pentium,1,1000,0,2,Windows
50,Lenovo,2 in 1 Convertible,1.44,4,Intel,0.69,319.0,1,1,224.17380907857276,Atom,1,0,0,2,Other
51,Acer,Notebook,1.8,8,Nvidia,2.2,841.0,0,1,141.21199808219862,Core i7,4,0,256,2,Windows
52,HP,Notebook,2.5,4,AMD,1.86,398.49,0,0,141.21199808219862,A6-Series,1,0,256,2,Windows
53,HP,Notebook,1.8,8,Intel,1.49,1103.0,0,0,165.6321180513006,Core i7,4,0,512,2,Windows
54,Acer,Notebook,2.4,4,Intel,2.4,384.0,0,0,100.45466986113651,Core i3,2,1000,0,2,Windows
55,Dell,Notebook,1.8,8,AMD,2.13,767.8,0,0,141.21199808219862,Core i7,4,0,256,2,Windows
56,HP,Notebook,2.0,4,Intel,1.91,439.0,0,0,141.21199808219862,Core i3,2,0,128,2,Windows
57,Asus,Notebook,2.5,4,Intel,2.0,586.19,0,0,100.45466986113651,Core i5,3,0,256,2,Windows
58,MSI,Gaming,2.8,16,Nvidia,2.43,2449.0,0,0,127.33567457123111,Core i7,4,2000,256,4,Windows
59,Asus,Notebook,2.0,4,Intel,2.0,415.0,0,0,141.21199808219862,Core i3,2,0,256,2,Other
60,Dell,Notebook,1.8,16,AMD,2.8,1299.0,0,0,127.33567457123111,Core i7,4,2000,256,2,Windows
61,Dell,Ultrabook,1.6,8,Intel,1.7,879.0,0,0,157.3505121487356,Core i5,3,0,256,2,Windows
62,Lenovo,Notebook,2.7,8,Intel,1.7,599.0,0,1,157.3505121487356,Core i3,2,0,256,2,Other
63,Asus,Notebook,1.6,8,Intel,1.4,941.0,0,0,157.3505121487356,Core i5,3,0,256,2,Windows
64,HP,Notebook,2.5,8,Intel,1.86,690.0,0,0,141.21199808219862,Core i5,3,0,256,2,Windows
65,Asus,Ultrabook,2.8,16,Nvidia,1.8,1983.0,0,0,141.21199808219862,Core i7,4,0,512,3,Windows
66,HP,Notebook,2.0,4,AMD,1.86,438.69,0,0,100.45466986113651,Core i3,2,500,0,2,Windows
67,HP,Notebook,1.6,4,Intel,1.44,229.0,0,0,111.93520355955211,Celeron,1,0,32,2,Windows
68,Lenovo,Notebook,2.5,4,Intel,1.9,549.0,0,0,141.21199808219862,Core i5,3,1000,0,2,Windows
69,Asus,Gaming,2.8,12,Nvidia,3.0,949.0,0,0,127.33567457123111,Core i7,4,1000,0,3,Other
70,Microsoft,Ultrabook,2.5,4,Intel,1.252,1089.0,1,0,200.84255993695703,Core i5,3,0,128,2,Windows
71,Dell,Ultrabook,1.8,8,AMD,1.4,955.0,0,1,165.6321180513006,Core i7,4,0,256,2,Windows
72,Dell,Notebook,1.8,8,AMD,2.2,870.0,0,0,141.21199808219862,Core i7,4,0,256,2,Windows
73,MSI,Gaming,2.5,8,Nvidia,2.7,1095.0,0,0,127.33567457123111,Core i5,3,1000,128,3,Windows
74,Acer,Notebook,2.0,8,Intel,2.1,389.0,0,0,111.93520355955211,Core i3,2,1000,0,2,Windows
75,Asus,Gaming,2.8,8,Nvidia,2.2,949.0,0,0,141.21199808219862,Core i7,4,1000,0,3,Windows
76,Lenovo,Notebook,2.5,8,Intel,2.2,519.0,0,0,141.21199808219862,Core i5,3,2000,0,2,Other
77,Dell,Notebook,1.8,8,Intel,2.02,855.0,0,0,141.21199808219862,Core i7,4,1000,128,2,Windows
78,Acer,Notebook,2.7,4,Nvidia,2.2,530.0,0,0,141.21199808219862,Core i3,2,1000,0,2,Windows
79,HP,Notebook,1.6,8,Nvidia,2.5,977.0,0,0,127.33567457123111,Core i5,3,1000,128,2,Windows
80,Dell,Ultrabook,1.6,8,Intel,1.88,1096.16,0,1,141.21199808219862,Core i5,3,0,256,2,Windows
81,Apple,Ultrabook,1.3,8,Intel,0.92,1510.0,0,1,226.41554716935852,Core i5,3,0,512,2,Mac
82,HP,Notebook,1.6,8,Intel,1.63,860.0,0,0,157.3505121487356,Core i5,3,0,256,2,Windows
83,Lenovo,Notebook,2.5,4,AMD,2.2,399.0,0,0,141.21199808219862,A6-Series,1,0,128,2,Windows
84,Acer,Notebook,3.0,4,AMD,2.1,395.0,0,0,100.45466986113651,A9-Series,1,1000,0,2,Windows
85,Dell,Gaming,2.8,16,Nvidia,2.65,1349.0,0,1,141.21199808219862,Core i7,4,1000,128,3,Windows
86,HP,Ultrabook,1.8,8,Nvidia,1.83,699.0,0,1,141.21199808219862,Core i7,4,0,256,2,Windows
87,HP,Notebook,2.5,8,Intel,1.96,598.99,0,0,141.21199808219862,Core i5,3,0,256,2,Windows
88,Asus,Gaming,2.8,16,Nvidia,2.2,1449.0,0,1,141.21199808219862,Core i7,4,1000,128,4,Windows
89,Dell,Ultrabook,1.8,8,Intel,1.21,1649.0,0,1,165.6321180513006,Core i7,4,0,256,2,Windows
90,Asus,Gaming,3.0,8,AMD,2.45,699.0,0,0,141.21199808219862,FX,2,1000,0,2,Windows
91,Acer,Notebook,1.8,8,Nvidia,2.2,689.0,0,0,141.21199808219862,Core i7,4,1000,0,2,Windows
92,HP,Notebook,1.8,16,Intel,1.49,1197.0,0,0,165.6321180513006,Core i7,4,0,512,2,Windows
93,Dell,Gaming,2.5,8,Nvidia,2.65,1195.0,0,0,141.21199808219862,Core i5,3,0,256,4,Windows
94,Asus,Ultrabook,2.7,8,Intel,1.25,1049.0,0,0,157.3505121487356,Core i7,4,0,256,2,Windows
95,Acer,2 in 1 Convertible,1.6,8,Intel,1.5,847.0,1,1,165.6321180513006,Core i5,3,0,256,2,Windows
96,Dell,Notebook,2.7,8,AMD,2.2,599.9,0,0,141.21199808219862,Core i7,4,1000,0,2,Other
97,Dell,Notebook,2.0,4,AMD,2.2,485.0,0,0,141.21199808219862,Core i3,2,0,256,2,Other
98,Asus,Notebook,2.4,6,Nvidia,2.0,577.0,0,0,141.21199808219862,Core i3,2,0,256,2,Windows
99,HP,Gaming,2.8,12,Nvidia,2.62,1249.0,0,1,141.21199808219862,Core i7,4,1000,128,3,Windows
100,HP,Notebook,2.7,8,AMD,1.91,719.0,0,0,141.21199808219862,Core i7,4,0,256,2,Windows
101,HP,Notebook,1.5,4,AMD,2.1,349.0,0,0,141.21199808219862,E-Series,1,500,0,2,Windows
102,Dell,Notebook,1.6,8,AMD,2.2,647.0,0,0,141.21199808219862,Core i5,3,1000,0,2,Other
103,HP,Ultrabook,2.7,8,Nvidia,1.38,1119.0,0,1,165.6321180513006,Core i7,4,0,256,2,Windows
104,Microsoft,Ultrabook,2.5,8,Intel,1.252,1340.0,1,0,200.84255993695703,Core i5,3,0,256,2,Windows
105,HP,Notebook,2.5,6,Nvidia,1.58,659.0,0,1,157.3505121487356,Core i5,3,0,256,2,Windows
106,Lenovo,Notebook,2.0,4,Intel,1.85,414.9,0,0,141.21199808219862,Core i3,2,1000,0,2,Windows
107,Asus,Ultrabook,2.7,8,Nvidia,1.3,1193.0,0,1,157.3505121487356,Core i7,4,0,256,2,Windows
108,MSI,Gaming,2.8,16,Nvidia,2.2,1299.0,0,0,141.21199808219862,Core i7,4,1000,256,3,Windows
109,Lenovo,Notebook,2.7,8,Intel,1.58,1480.0,0,1,157.3505121487356,Core i7,4,0,256,2,Windows
110,Asus,Ultrabook,1.8,16,Nvidia,1.5,1262.0,0,0,141.21199808219862,Core i7,4,1000,256,2,Windows
111,Dell,Ultrabook,2.4,8,Intel,1.23,1379.0,1,0,276.053530085501,Core i7,4,0,256,2,Windows
112,Lenovo,2 in 1 Convertible,2.5,8,Intel,1.37,1399.0,1,1,165.6321180513006,Core i5,3,0,256,2,Windows
113,HP,Notebook,1.6,4,Intel,1.63,722.0,0,1,111.93520355955211,Core i5,3,500,0,2,Windows
114,Dell,Ultrabook,1.6,8,Intel,1.21,1629.0,0,1,165.6321180513006,Core i5,3,0,256,2,Windows
115,HP,2 in 1 Convertible,1.6,8,Intel,1.26,1398.99,1,1,165.6321180513006,Core i5,3,0,256,2,Windows
116,HP,Notebook,1.8,8,Intel,1.63,1084.0,0,0,157.3505121487356,Core i7,4,0,512,2,Windows
117,Dell,Notebook,1.8,8,Nvidia,2.16,1130.33,0,1,141.21199808219862,Core i7,4,1000,256,2,Windows
118,Asus,Notebook,2.0,4,Nvidia,2.0,564.0,0,0,127.33567457123111,Core i3,2,1000,0,2,Windows
119,Asus,Notebook,1.8,8,Nvidia,1.7,1118.0,0,0,141.21199808219862,Core i7,4,0,256,2,Windows
120,Acer,Notebook,2.4,6,Intel,2.1,479.0,1,1,141.21199808219862,Core i3,2,1000,0,2,Windows
121,MSI,Gaming,2.8,16,Nvidia,1.8,2241.5,0,0,141.21199808219862,Core i7,4,2000,256,4,Windows
122,Lenovo,Notebook,2.5,8,Nvidia,2.2,629.0,0,0,141.21199808219862,Core i5,3,0,256,2,Other
123,HP,Notebook,1.8,16,Nvidia,2.5,1271.0,0,0,127.33567457123111,Core i7,4,0,512,2,Windows
124,Acer,Notebook,3.0,4,AMD,2.1,451.0,0,0,100.45466986113651,A9-Series,1,0,256,2,Windows
125,HP,Notebook,1.6,4,Intel,1.86,259.0,0,0,100.45466986113651,Celeron,1,500,0,2,Other
126,HP,Notebook,1.6,8,Intel,1.63,812.0,0,0,157.3505121487356,Core i5,3,1000,0,2,Windows
127,Asus,Notebook,1.5,4,AMD,1.65,277.99,0,0,111.93520355955211,E-Series,1,0,64,2,Windows
128,Dell,Notebook,1.8,16,AMD,2.8,1396.0,0,0,127.33567457123111,Core i7,4,2000,256,2,Windows
129,HP,Notebook,1.6,8,Intel,2.5,928.0,0,0,127.33567457123111,Core i5,3,0,256,2,Windows
130,Dell,Notebook,2.5,8,AMD,2.36,638.99,0,0,100.45466986113651,Core i5,3,1000,0,2,Windows
131,Dell,Notebook,2.0,4,AMD,2.2,449.0,0,0,141.21199808219862,Core i3,2,1000,0,2,Windows
132,Acer,Ultrabook,1.8,8,Intel,1.6,884.0,0,1,157.3505121487356,Core i7,4,0,256,2,Windows
133,Acer,Notebook,2.7,4,Nvidia,2.2,572.0,0,0,141.21199808219862,Core i3,2,0,256,2,Windows
134,HP,Notebook,2.7,8,Intel,2.05,598.0,0,0,100.45466986113651,Core i7,4,1000,0,2,Windows
135,HP,Notebook,1.8,8,Intel,1.63,988.0,0,0,157.3505121487356,Core i7,4,0,256,2,Windows
136,Lenovo,Notebook,1.1,4,Intel,1.9,252.36,0,0,100.45466986113651,Celeron,1,1000,0,2,Other
137,Asus,Gaming,2.5,8,Nvidia,3.0,938.0,0,0,127.33567457123111,Core i5,3,1000,128,3,Windows
138,Lenovo,Notebook,2.5,4,Nvidia,2.2,499.0,0,0,141.21199808219862,Core i5,3,1000,0,2,Other
139,HP,Notebook,2.5,4,Intel,1.32,699.0,0,1,165.6321180513006,Core i5,3,0,256,2,Windows
140,Acer,Notebook,2.7,4,Nvidia,3.0,655.0,0,1,127.33567457123111,Core i3,2,1000,0,2,Windows
141,Lenovo,Notebook,1.6,8,AMD,1.75,1116.02,0,1,157.3505121487356,Core i5,3,0,256,2,Windows
142,Lenovo,Gaming,2.8,8,Nvidia,2.4,869.0,0,1,141.21199808219862,Core i7,4,0,256,3,Other
143,Toshiba,Notebook,2.3,4,Intel,2.1,602.0,0,0,100.45466986113651,Core i5,3,500,0,2,Windows
144,HP,Notebook,2.5,4,AMD,1.86,369.0,0,0,100.45466986113651,A6-Series,1,0,256,2,Windows
145,Asus,Ultrabook,1.8,8,Intel,1.25,1099.0,0,0,157.3505121487356,Core i7,4,0,256,2,Windows
146,HP,Ultrabook,1.2,8,Intel,0.97,2014.0,1,1,352.4651472131677,Core M,2,0,512,2,Windows
147,Asus,Notebook,1.1,4,Intel,2.0,344.0,0,0,141.21199808219862,Celeron,1,1000,0,2,Windows
148,MSI,Gaming,2.8,16,Nvidia,2.9,2029.0,0,0,127.33567457123111,Core i7,4,1000,256,4,Windows
149,Acer,Notebook,2.0,4,Intel,2.1,447.0,0,0,100.45466986113651,Core i3,2,1000,0,2,Windows
150,Dell,Gaming,2.8,16,Nvidia,2.56,1249.26,0,0,141.21199808219862,Core i7,4,0,512,3,Windows
151,Dell,Gaming,2.8,8,Nvidia,2.62,899.0,0,0,141.21199808219862,Core i7,4,0,0,3,Windows
152,Lenovo,Notebook,2.5,4,Intel,1.9,498.0,0,0,100.45466986113651,Core i5,3,0,128,2,Windows
153,MSI,Gaming,2.8,16,Nvidia,2.8,1890.0,0,0,127.33567457123111,Core i7,4,1000,256,4,Windows
154,HP,Ultrabook,2.7,4,Intel,1.48,1082.0,0,0,157.3505121487356,Core i5,3,0,256,2,Windows
155,HP,Notebook,1.6,6,AMD,1.91,619.0,0,0,141.21199808219862,Core i5,3,0,256,2,Windows
156,Lenovo,2 in 1 Convertible,2.4,4,Intel,1.74,629.0,1,1,157.3505121487356,Core i3,2,0,256,2,Windows
157,Asus,2 in 1 Convertible,1.6,8,Intel,1.1,1315.0,1,0,165.6321180513006,Core i5,3,0,256,2,Windows
158,Dell,2 in 1 Convertible,1.8,8,Intel,1.56,1049.0,1,0,141.21199808219862,Core i7,4,0,256,2,Windows
159,Toshiba,Notebook,2.2,4,Intel,2.1,447.0,0,0,100.45466986113651,Core i3,2,500,0,2,Windows
160,Asus,Notebook,3.0,4,AMD,2.03,403.0,0,0,100.45466986113651,A9-Series,1,1000,0,2,Windows
161,Acer,Notebook,1.6,4,Nvidia,3.0,805.0,0,1,127.33567457123111,Core i5,3,0,256,2,Windows
162,Dell,Notebook,1.6,8,AMD,2.13,728.0,0,0,141.21199808219862,Core i5,3,0,256,2,Windows
163,Lenovo,Gaming,2.8,16,Nvidia,2.5,1079.0,0,1,141.21199808219862,Core i7,4,0,256,3,Windows
164,Acer,Notebook,1.1,4,Intel,2.1,348.0,0,0,100.45466986113651,Celeron,1,1000,0,2,Windows
165,MSI,Gaming,2.8,16,Nvidia,2.4,1799.0,0,1,141.21199808219862,Core i7,4,1000,256,4,Windows
166,Acer,Notebook,1.1,4,Intel,2.1,363.51,0,0,100.45466986113651,Pentium,1,1000,0,2,Windows
167,Dell,Gaming,2.8,8,Nvidia,2.56,1060.49,0,0,141.21199808219862,Core i7,4,1000,128,3,Windows
168,Acer,Notebook,1.6,8,Nvidia,3.0,854.0,0,1,127.33567457123111,Core i5,3,0,256,2,Windows
169,HP,Notebook,1.6,4,Intel,1.49,754.0,0,1,165.6321180513006,Core i5,3,500,0,2,Windows
170,Huawei,Ultrabook,2.5,8,Intel,1.05,1349.0,0,1,199.69207064108247,Core i5,3,0,256,2,Windows
171,HP,Notebook,2.5,6,AMD,2.71,699.0,0,1,127.33567457123111,Core i5,3,2000,0,2,Windows
172,Lenovo,Notebook,2.9,4,AMD,2.2,309.0,0,0,100.45466986113651,A6-Series,1,500,0,2,Other
173,Toshiba,Notebook,2.4,4,Intel,2.0,489.0,0,0,100.45466986113651,Core i3,2,500,0,2,Windows
174,HP,Notebook,1.6,8,Nvidia,2.5,923.0,0,0,127.33567457123111,Core i5,3,0,256,2,Windows
175,Dell,Notebook,2.4,8,Intel,2.3,459.0,0,0,100.45466986113651,Core i3,2,1000,0,2,Windows
176,Acer,Notebook,2.0,4,Intel,2.1,449.0,0,0,100.45466986113651,Core i3,2,0,128,2,Windows
177,MSI,Gaming,2.9,32,Nvidia,4.4,2799.0,0,0,119.7232157653423,Core i7,4,1000,512,2,Windows
178,Lenovo,Notebook,2.5,8,AMD,1.9,813.0,0,0,141.21199808219862,Core i5,3,1000,128,2,Windows
179,HP,2 in 1 Convertible,1.6,8,Intel,1.29,1499.0,1,1,331.2642361026012,Core i5,3,0,256,2,Windows
180,Dell,Notebook,1.8,16,AMD,2.02,1049.0,0,0,141.21199808219862,Core i7,4,2000,256,2,Other
181,Dell,Ultrabook,1.6,8,Intel,1.23,1399.0,0,0,165.6321180513006,Core i5,3,0,256,2,Windows
182,Lenovo,2 in 1 Convertible,1.8,16,Intel,1.4,1849.0,1,1,316.96506044349616,Core i7,4,0,512,2,Windows
183,Toshiba,Notebook,2.5,8,Intel,2.0,793.0,0,0,100.45466986113651,Core i5,3,0,128,2,Windows
184,Xiaomi,Notebook,1.6,8,Nvidia,1.95,1199.0,0,1,141.21199808219862,Core i5,3,0,256,2,Other
185,Dell,Notebook,1.8,16,Nvidia,2.77,1549.0,1,0,127.33567457123111,Core i7,4,0,512,2,Windows
186,Dell,Notebook,2.8,16,Nvidia,2.06,2397.0,1,0,282.42399616439724,Core i7,4,0,512,3,Windows
187,Lenovo,Gaming,2.5,8,Nvidia,2.4,779.0,0,1,141.21199808219862,Core i5,3,0,256,3,Other
188,Acer,Ultrabook,1.2,8,Intel,1.12,989.0,0,1,165.6321180513006,Core i5,3,0,256,2,Windows
189,Dell,Notebook,1.8,8,AMD,2.8,1085.0,0,0,127.33567457123111,Core i7,4,1000,128,2,Windows
190,Lenovo,2 in 1 Convertible,2.7,16,Intel,1.42,2824.0,1,0,209.8006828649808,Core i7,4,0,1000,2,Windows
191,Vero,Notebook,1.1,4,Intel,1.3,260.0,0,1,157.3505121487356,Celeron,1,0,0,2,Windows
192,Xiaomi,Ultrabook,2.5,8,Nvidia,1.3,999.9,0,1,165.6321180513006,Core i5,3,0,256,2,Other
193,Lenovo,Notebook,1.6,8,Nvidia,2.8,698.0,0,0,106.11306214269258,Core i5,3,0,256,2,Other
194,Dell,2 in 1 Convertible,1.8,8,Intel,1.62,839.0,1,1,165.6321180513006,Core i7,4,1000,0,2,Windows
195,HP,Notebook,1.6,8,Nvidia,2.5,914.0,0,1,127.33567457123111,Core i5,3,1000,0,2,Windows
196,Razer,Gaming,2.9,32,Nvidia,3.49,6099.0,1,0,254.67134914246222,Core i7,4,0,1000,4,Windows
197,HP,Notebook,1.6,8,Intel,1.49,959.0,0,0,165.6321180513006,Core i5,3,0,512,2,Windows
198,HP,Gaming,2.8,16,Nvidia,3.35,1379.0,0,1,127.33567457123111,Core i7,4,1000,256,3,Windows
199,HP,Notebook,1.8,8,Nvidia,2.5,1045.0,0,0,127.33567457123111,Core i7,4,0,256,2,Windows
200,Dell,Gaming,2.8,16,Nvidia,2.65,1845.0,0,1,282.42399616439724,Core i7,4,1000,512,4,Windows
201,Lenovo,Notebook,2.3,4,Intel,2.1,493.0,0,0,100.45466986113651,Core i5,3,0,128,2,Windows
202,Acer,Notebook,2.7,8,Nvidia,2.23,742.0,0,0,141.21199808219862,Core i7,4,1000,0,2,Windows
203,Lenovo,Gaming,2.8,16,Nvidia,3.2,1749.0,0,1,141.21199808219862,Core i7,4,1000,512,4,Windows
204,Dell,Workstation,3.0,16,Nvidia,2.8,3055.0,0,0,282.42399616439724,Xeon,4,1000,256,2,Windows
205,Lenovo,Gaming,2.8,16,Nvidia,2.4,1398.0,0,0,141.21199808219862,Core i7,4,0,512,4,Other
206,Dell,Notebook,2.4,6,Intel,2.3,439.0,1,0,100.45466986113651,Core i3,2,1000,0,2,Windows
207,Dell,Ultrabook,1.8,8,Intel,1.21,1949.0,1,1,331.2642361026012,Core i7,4,0,256,2,Windows
208,Dell,Ultrabook,1.8,8,Intel,1.2,1449.0,0,0,165.6321180513006,Core i7,4,0,256,2,Windows
209,Lenovo,Notebook,2.5,8,Intel,2.2,597.0,0,0,100.45466986113651,Core i5,3,0,256,2,Windows
210,Acer,Notebook,2.8,8,Nvidia,2.4,779.0,0,0,141.21199808219862,Core i7,4,1000,0,3,Other
211,Asus,Gaming,2.8,16,Nvidia,2.9,1407.0,0,0,127.33567457123111,Core i7,4,1000,256,3,Windows
212,HP,Notebook,2.0,4,Intel,2.1,349.0,0,0,141.21199808219862,Core i3,2,500,0,2,Other
213,Lenovo,Notebook,2.5,8,Intel,2.2,549.0,0,0,141.21199808219862,Core i5,3,0,256,2,Other
214,Huawei,Ultrabook,2.7,8,Intel,1.05,1499.0,0,1,199.69207064108247,Core i7,4,0,512,2,Windows
215,Dell,Ultrabook,1.8,8,AMD,1.4,931.88,0,1,165.6321180513006,Core i7,4,0,256,2,Windows
216,Lenovo,Notebook,2.5,8,Nvidia,2.8,589.0,0,0,106.11306214269258,Core i5,3,1000,0,2,Other
217,HP,Notebook,1.8,8,Nvidia,1.63,1031.0,0,0,157.3505121487356,Core i7,4,0,256,2,Windows
218,Dell,Ultrabook,1.6,8,Intel,1.6,1149.0,0,0,157.3505121487356,Core i5,3,0,256,2,Windows
219,Dell,2 in 1 Convertible,1.8,16,Intel,1.62,1279.0,1,0,165.6321180513006,Core i7,4,0,512,2,Windows
220,Dell,Notebook,1.6,8,AMD,2.2,677.35,0,0,141.21199808219862,Core i5,3,0,256,2,Other
221,Lenovo,2 in 1 Convertible,1.6,8,Intel,1.74,899.0,0,1,157.3505121487356,Core i5,3,0,256,2,Windows
222,Toshiba,Ultrabook,2.5,8,Intel,1.2,1363.0,0,0,165.6321180513006,Core i7,4,0,256,2,Windows
223,HP,Notebook,1.6,8,Intel,2.1,794.0,0,0,141.21199808219862,Core i5,3,1000,0,2,Windows
224,Dell,Gaming,2.8,16,Nvidia,4.42,2456.34,0,1,127.33567457123111,Core i7,4,1000,256,4,Windows
225,Acer,Notebook,2.7,8,Nvidia,2.2,832.0,0,0,141.21199808219862,Core i7,4,0,256,2,Windows
226,Dell,Notebook,2.7,16,AMD,2.3,859.01,1,0,141.21199808219862,Core i7,4,1000,0,2,Windows
227,Asus,Notebook,2.5,8,Nvidia,2.0,769.0,0,0,141.21199808219862,Core i5,3,0,256,2,Windows
228,Asus,Notebook,2.5,8,Nvidia,2.69,891.0,0,0,127.33567457123111,Core i5,3,500,256,3,Windows
229,HP,Notebook,2.7,8,AMD,1.9,1269.0,0,0,141.21199808219862,Core i7,4,1000,0,2,Windows
